Vehicle,Route,B,Day,StopNo,MainLocation,SecondaryLocation,Postcode,Freq,Easting,Northing,Arrive,Depart,stop duration,Stop Time,Stop Time (dec),Travel time
CMOB,C25,4th,Thursday,8,Histon,St Audrey's Close,CB24 9JY,monthly,543241.15,263724.14,15:05:00,15:25:00,00:20:00,00:20:00,0.33,00:10:00
CMOB,C25,4th,Thursday,9,Histon,Kay Hitch Way,CB24 9JR,monthly,544001.45,262973.68,15:30:00,16:05:00,00:35:00,00:35:00,0.58,00:05:00
CMOB,C26,4th,Friday,1,Cambridge,Brandon Court,CB1 1DZ,monthly,545751.51,258404.97,09:30:00,10:00:00,00:30:00,00:30:00,0.50,17:25:00
CMOB,C26,4th,Friday,2,Cambridge,Hester Adrian,CB4 1AX,monthly,545859.02,259781.19,10:10:00,10:40:00,00:30:00,00:30:00,0.50,00:10:00
CMOB,C26,4th,Friday,3,Cambridge,HC One,CB4 1NQ,monthly,546054,259801,10:45:00,11:25:00,00:40:00,00:40:00,0.67,00:05:00
CMOB,C26,4th,Friday,4,Cambridge,Canon New Court,CB4 1ED,monthly,546217.44,259738.28,11:30:00,11:55:00,00:25:00,00:25:00,0.42,00:05:00
CMOB,C26,4th,Friday,5,Cambridge,Haig Court,CB4 1TT,monthly,546174.62,259884.7,12:00:00,12:35:00,00:35:00,00:35:00,0.58,00:05:00
CMOB,C26,4th,Friday,6,Cambridge,Pippin Drive,CB4 1GL,monthly,547128.7,260725.18,12:45:00,13:15:00,00:30:00,00:30:00,0.50,00:10:00
CMOB,C26,4th,Friday,7,Milton,Post Office,CB24 6BW,twice monthly ,547855.68,262827.7,14:25:00,15:25:00,01:00:00,01:00:00,1.00,01:10:00
CMOB,C26,4th,Friday,8,Milton,Community Centre,CB24 6BL,monthly ,547597.4,262477.92,15:30:00,16:30:00,01:00:00,01:00:00,1.00,00:05:00
HMOB,H2,1st,Tuesday,1,Steeple Morden,Russell Close,SG8 0NE,monthly,528783.87,242625.54,10:20:00,11:05:00,00:45:00,00:45:00,0.75,17:50:00
HMOB,H2,1st,Tuesday,2,Guilden Morden,St. Marys Church,SG8 0JD,monthly,527949.12,244102.23,11:15:00,11:55:00,00:40:00,00:40:00,0.67,00:10:00
HMOB,H2,1st,Tuesday,3,Tadlow,Post Box,SG8 0ES,monthly,528132.05,247395.31,12:10:00,12:40:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H2,1st,Tuesday,4,Litlington,Church Street,SG8 0QB,monthly,531141.64,242691.87,14:00:00,14:15:00,00:15:00,00:15:00,0.25,01:20:00
HMOB,H2,1st & 3rd,Tuesday,5,Bassingbourn,Knutsford Road,SG8 5HS,twice monthly,533433.44,243893.92,14:30:00,16:00:00,01:30:00,01:30:00,1.50,00:15:00
HMOB,H3,1st,Wednesday,1,Pidley,"Village Hall, Warboys Rd.",PE28 3DA,monthly,532943.33,278058.11,10:00:00,10:20:00,00:20:00,00:20:00,0.33,18:00:00
HMOB,H3,1st,Wednesday,2,Woodhurst,"Old Post Office, Church St.",PE28 3BN,monthly,531695.68,276099.59,10:40:00,11:05:00,00:25:00,00:25:00,0.42,00:20:00
HMOB,H3,1st,Wednesday,3,Bluntisham,Wheatley Cresent,PE28 3XN,monthly,536842,275132,11:20:00,11:40:00,00:20:00,00:20:00,0.33,00:15:00
HMOB,H3,1st,Wednesday,4,Colne,"Village Hall, East St.",PE28 3LZ,monthly,537320.13,275848.31,11:55:00,12:15:00,00:20:00,00:20:00,0.33,00:15:00
HMOB,H3,1st,Wednesday,5,Somersham,"Windsor Court, Springfield.",PE28 3JA,monthly,536500.96,278135.06,12:30:00,13:00:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H3,1st,Wednesday,6,Earith,"Bus Shelter, Whybrows Lane",PE28 3PY,monthly,538416.9,274960.46,14:20:00,14:50:00,00:30:00,00:30:00,0.50,01:20:00
HMOB,H3,1st,Wednesday,7,Earith,66 Greenfields/ School Road,PE28 3QH,monthly,538645,275079,15:00:00,15:40:00,00:40:00,00:40:00,0.67,00:10:00
HMOB,H3,1st,Wednesday,8,Holywell,Ferryboat Inn car park,PE28 2JB,monthly,534227.81,270676.88,15:55:00,16:10:00,00:15:00,00:15:00,0.25,00:15:00
HMOB,H3,1st,Wednesday,9,Needingworth,"Playing Field, Overcote Lane.",PE27 4TU,monthly,534332.89,272002.03,16:20:00,16:50:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H4,1st,Thursday,1,Brampton,"High Street, Post Office.",PE28 4TG,monthly,521175.83,270769.05,10:00:00,10:15:00,00:15:00,00:15:00,0.25,17:10:00
HMOB,H4,1st,Thursday,2,Brampton,West End,PE28 4RQ,monthly,520468.72,270934.26,10:25:00,10:45:00,00:20:00,00:20:00,0.33,00:10:00
HMOB,H4,1st,Thursday,3,Brampton,"Hilary Lodge, Horseshoes Way.",PE28 4TL,monthly,520893.39,270908.47,10:50:00,11:15:00,00:25:00,00:25:00,0.42,00:05:00
HMOB,H4,1st,Thursday,4,Brampton,Miller Way opp. Emery Close,PE28 4RU,monthly,520524,271266,11:25:00,11:40:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H4,1st,Thursday,5,Brampton,"Hanover Court, Miller way",PE28 4RY,monthly,520854.7,271184.14,11:45:00,12:00:00,00:15:00,00:15:00,0.25,00:05:00
HMOB,H4,1st,Thursday,6,Huntingdon,Millfield House,PE29 3TT,monthly,523493.92,271695.19,12:10:00,12:40:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H4,1st,Thursday,7,Huntingdon,Ferrars Hall Care Home,PE29 3DQ,monthly,523458,272027,13:50:00,14:10:00,00:20:00,00:20:00,0.33,01:10:00
HMOB,H4,1st,Thursday,8,Great Stukeley,"Church Road, West View",PE28 4AN,monthly,521884,274493,14:25:00,14:45:00,00:20:00,00:20:00,0.33,00:15:00
HMOB,H4,1st,Thursday,9,Alconbury,"Primary School, School Lane, Layby",PE28 4EQ,monthly,518662,276175,15:00:00,15:40:00,00:40:00,00:40:00,0.67,00:15:00
HMOB,H4,1st,Thursday,10,Alconbury,Maypole Square,PE28 4DY,monthly,518554.44,275977.06,15:50:00,16:30:00,00:40:00,00:40:00,0.67,01:05:00
HMOB,H5,1st,Friday,1,Waresley,Duncombe Arms,SG19 3BS,monthly,524987.17,254558.5,10:40:00,11:00:00,00:20:00,00:20:00,0.33,18:10:00
HMOB,H5,1st,Friday,2,Gamlingay,Avenells Way,SG19 3EU,monthly,523856.3,252475.01,11:10:00,11:40:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H5,1st,Friday,3,Gamlingay,Blythe Way,SG19 3JQ,monthly,523836.53,252115.49,11:45:00,12:15:00,00:30:00,00:30:00,0.50,00:05:00
HMOB,H5,1st,Friday,4,Abbotsley,"Church lay-By, High St",PE19 6UL,monthly,522746.82,256577.05,12:30:00,13:15:00,00:45:00,00:45:00,0.75,00:15:00
HMOB,H5,1st,Friday,5,Great Gransden,Church Street,SG19 3AF,monthly,527065.37,255674.67,14:15:00,14:45:00,00:30:00,00:30:00,0.50,01:00:00
HMOB,H5,1st,Friday,6,Little Gransden,Chequers Pub,SG19 3DW,monthly,527239.22,255231.48,14:55:00,15:15:00,00:20:00,00:20:00,0.33,00:10:00
HMOB,H5,1st,Friday,7,Eltisley,The Green,PE19 6TG,monthly,527176.18,259746.31,15:30:00,16:00:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H8,2nd,Monday,1,Eaton Socon,"McNish Court, Grenville Way",PE19 8PE,monthly,516761.63,258869.14,10:00:00,10:25:00,00:25:00,00:25:00,0.42,18:00:00
HMOB,H8,2nd,Monday,2,Eaton Socon,Queens Court,PE19 3BZ,monthly,516942.07,259399.67,10:30:00,10:50:00,00:20:00,00:20:00,0.33,00:05:00
HMOB,H8,2nd,Monday,3,Eaton Socon,Nelson Lodge Care Home,PE19 8AB,monthly,516535,258667,11:00:00,11:30:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H8,2nd,Monday,4,Eaton Ford,Hanover Court,PE19 7SG,monthly,517716.17,260181.86,11:40:00,12:00:00,00:20:00,00:20:00,0.33,00:50:00
HMOB,H8,2nd,Monday,5,Eaton Ford,"Cavendish Court, Crosshall Rd.",PE19 7SR,monthly,517854.45,260182.25,12:05:00,12:20:00,00:15:00,00:15:00,0.25,00:05:00
HMOB,H8,2nd,Monday,6,St Neots,"Waterside Court, Church Street.",PE19 2BL,monthly,518504.96,260075.1,12:30:00,13:00:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H8,2nd,Monday,7,St Neots,"Old Market Court, Tebbutts Road.",PE19 1DJ,monthly,518413.6,260457.41,14:15:00,14:45:00,00:30:00,00:30:00,0.50,01:15:00
HMOB,H8,2nd,Monday,8,St Neots,The Close/ Meadow Close,PE19 1JR,monthly,518728.04,260200.5,14:55:00,15:10:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H8,2nd,Monday,9,St Neots,"Chesterton Court, Russell St.",PE19 1BA,monthly,518442,260535,15:20:00,15:55:00,00:35:00,00:35:00,0.58,00:10:00
HMOB,H9,2nd ,Tuesday,1,Godmanchester,Rectory Gardens,PE29 2BH,monthly,525028.05,270677.65,10:05:00,10:30:00,00:25:00,00:25:00,0.42,18:10:00
HMOB,H9,2nd ,Tuesday,2,Godmanchester,McCartney House,PE29 2NJ,monthly,525194.09,270081.16,10:40:00,11:05:00,00:25:00,00:25:00,0.42,00:10:00
HMOB,H9,2nd ,Tuesday,3,Fen Drayton,"School, Cootes lane",CB24 4SL,monthly,533577.76,268450.31,11:30:00,12:00:00,00:30:00,00:30:00,0.50,00:25:00
HMOB,H9,2nd ,Tuesday,4,Fen Drayton,War Memorial,CB24 4SF,monthly,534086.86,268153.5,12:10:00,12:40:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H9,2nd & 4th,Tuesday,5,Over,"The Green, Willingham Rd.",CB24 5PD,twice monthly,537801.81,270510.28,14:00:00,14:30:00,00:30:00,00:30:00,0.50,01:20:00
HMOB,H9,2nd & 4th,Tuesday,6,Over,"Elm Court, Drings Close.",CB24 5SB,twice monthly,537312,270420,14:40:00,15:30:00,00:50:00,00:50:00,0.83,00:10:00
HMOB,H9,2nd & 4th,Tuesday,7,Over,Hilton Street,CB24 5PU,twice monthly,537582.8,270207.88,15:40:00,16:30:00,00:50:00,00:50:00,0.83,00:10:00
HMOB,H10,2nd,Wednesday,1,Diddington,Manor Farm,PE19 5XU,monthly,519497.31,265579.77,10:05:00,10:20:00,00:15:00,00:15:00,0.25,17:35:00
HMOB,H10,2nd,Wednesday,2,Southoe,The Church,PE19 5YE,monthly,518315.2,264409.47,10:35:00,10:55:00,00:20:00,00:20:00,0.33,00:15:00
HMOB,H10,2nd,Wednesday,3,Spaldwick,The Green - High St.,PE28 0TD,monthly,512927,272779,11:20:00,11:40:00,00:20:00,00:20:00,0.33,00:25:00
HMOB,H10,2nd,Wednesday,4,Stow Longa,The Green,PE28 0TL,monthly,510845.45,270978.24,11:55:00,12:15:00,00:20:00,00:20:00,0.33,00:15:00
HMOB,H10,2nd,Wednesday,5,Catworth,"Station Road, (bus shelter)",PE28 0PE,monthly,508749.4,273151.04,12:30:00,13:00:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H10,2nd,Wednesday,6,Covington,"Cross Street, (post box)",PE28 0RS,monthly,505522,270812,14:15:00,14:30:00,00:15:00,00:15:00,0.25,01:15:00
HMOB,H10,2nd & 4th,Wednesday,7,Kimbolton,Stow Road (Newtown),PE28 0HX,twice monthly,509804,268416,14:45:00,16:00:00,01:15:00,01:15:00,1.25,00:15:00
HMOB,H10,2nd & 4th,Wednesday,8,Kimbolton,Castle Gardens,PE28 0JF,twice monthly,509658.85,267965.24,16:15:00,16:50:00,00:35:00,00:35:00,0.58,00:15:00
HMOB,H11,2nd,Thursday,1,Little Eversden,Harlton Road,CB23 1HB,monthly,537474.8,252706.43,10:20:00,10:35:00,00:15:00,00:15:00,0.25,17:30:00
HMOB,H11,2nd,Thursday,2,Little Eversden,Recreation Ground,CB23 1HE,monthly,536895.45,253191.15,10:40:00,11:00:00,00:20:00,00:20:00,0.33,00:05:00
HMOB,H11,2nd,Thursday,3,Great Eversden,Old Post Office,CB23 1HN,monthly,536308.29,253562.21,11:05:00,11:20:00,00:15:00,00:15:00,0.25,00:05:00
HMOB,H11,2nd,Thursday,4,Kingston,Crossroads,CB23 2NP,monthly,534551.48,255145.91,11:30:00,11:45:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H11,2nd,Thursday,5,Caldecote Highfields,Nr 117 Highfields Road,CB23 7NX,monthly,535512.99,259145.97,11:55:00,12:35:00,00:40:00,00:40:00,0.67,00:10:00
HMOB,H11,2nd,Thursday,6,Hilton,Village Hall car park.,PE28 9NA,monthly,529215.73,266180.59,14:05:00,14:20:00,00:15:00,00:15:00,0.25,01:30:00
HMOB,H11,2nd,Thursday,7,Elsworth,The Poacher,CB23 4JS,monthly,531539.79,263615.2,14:35:00,14:55:00,00:20:00,00:20:00,0.33,00:15:00
HMOB,H11,2nd & 4th,Thursday,8,Fenstanton,"Headlands, Tythe Piece.",PE28 9LR,twice monthly,532174,268312,15:15:00,15:45:00,00:30:00,00:30:00,0.50,00:20:00
HMOB,H11,2nd & 4th,Thursday,9,Fenstanton,Chapel Green,PE28 9LQ,twice monthly,531810,268761,15:50:00,16:20:00,00:30:00,00:30:00,0.50,00:05:00
HMOB,H12,2nd ,Friday,1,Hardwick,"School, Limes Road",CB23 7RE,monthly,537530.81,259263.72,10:40:00,11:50:00,01:10:00,01:10:00,1.17,18:20:00
HMOB,H12,2nd ,Friday,2,Dry Drayton,Pettitts Lane,CB23 8BT,monthly,538193,262505,12:20:00,12:50:00,00:30:00,00:30:00,0.50,00:30:00
HMOB,H12,2nd ,Friday,3,Hardwick,St Neots Road layby [Tall trees],CB23 7QH,monthly,538151.71,259517.1,14:15:00,14:30:00,00:15:00,00:15:00,0.25,01:25:00
HMOB,H12,2nd ,Friday,4,Hardwick,"Blue Lion, Main St.",CB23 7QU,monthly,537253,258513,14:40:00,14:55:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H12,2nd ,Friday,5,Hardwick,"Nr School,  Limes Road",CB23 7QR,monthly,537461,259313,15:05:00,16:00:00,00:55:00,00:55:00,0.92,00:10:00
HMOB,H15,3rd,Monday,1,Little Paxton,"Gordon Road, Lay by.",PE19 6NB,monthly,518947.23,262494.8,10:10:00,10:30:00,00:20:00,00:20:00,0.33,18:10:00
HMOB,H15,3rd,Monday,2,Eynesbury,"Poppyfields, Buttercup Avenue.",PE19 2PF,monthly,518262,258391,10:50:00,11:20:00,00:30:00,00:30:00,0.50,00:20:00
HMOB,H15,3rd,Monday,3,Eynesbury,Howitts Gardens,PE19 2NW,monthly,518959.69,258804.55,11:30:00,11:45:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H15,3rd,Monday,4,Eynesbury,Caernarvon Road,PE19 2SW,monthly,518520,258571,11:55:00,12:10:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H15,3rd,Monday,5,Eynesbury,The Green,PE19 2ND,monthly,518550.19,259560.1,12:20:00,12:40:00,00:20:00,00:20:00,0.33,00:10:00
HMOB,H15,3rd,Monday,6,Eaton Socon,"Church, School Lane.",PE19 3HN,monthly,517031.78,258807.62,14:00:00,14:45:00,00:45:00,00:45:00,0.75,01:20:00
HMOB,H15,3rd,Monday,7,Great Paxton,Towgood Way,PE19 6RR,monthly,521117.46,263873.38,15:10:00,15:45:00,00:35:00,00:35:00,0.58,00:25:00
HMOB,H15,3rd,Monday,8,Offord Darcy,"Orchard Way, opp. Bramley Drive.",PE19 5RE,monthly,522029,266893,15:55:00,16:15:00,00:20:00,00:20:00,0.33,00:10:00
HMOB,H15,3rd,Monday,9,Offord Cluny,Elm Drive,PE19 5RN,monthly,522050.31,266895.72,16:25:00,16:40:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H16,3rd,Tuesday,1,Arrington,Church Lane,SG8 0BD,monthly,532764.7,250237.64,10:10:00,10:40:00,00:30:00,00:30:00,0.50,17:30:00
HMOB,H16,3rd,Tuesday,2,Croydon,Clopton Close,SG8 0DT,monthly,531258.67,249276.27,10:50:00,11:05:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H16,3rd,Tuesday,3,East Hatley,"Phone Box, Main Street",SG19 3JA,monthly,528828.07,250691.82,11:15:00,11:30:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H16,3rd,Tuesday,4,Orwell,Lordship Close,SG8 5TH,monthly,536180.62,250422.37,11:50:00,12:20:00,00:30:00,00:30:00,0.50,00:20:00
HMOB,H16,3rd,Tuesday,5,Orwell,Hurdleditch Road,SG8 5QG,monthly,535818.58,249934.42,12:30:00,12:50:00,00:20:00,00:20:00,0.33,00:10:00
HMOB,H16,3rd,Tuesday,6,Abington Piggots,The Pig and Abbot,SG8 0SD,monthly,530752.72,244538.48,14:00:00,14:15:00,00:15:00,00:15:00,0.25,01:10:00
HMOB,H16,1st & 3rd,Tuesday,7,Bassingbourn,Knutsford Road,SG8 5HS,twice monthly,533433.44,243893.92,14:30:00,16:00:00,01:30:00,01:30:00,1.50,00:15:00
HMOB,H17,3rd,Wednesday,1,Huntingdon,"Skeels Court, Thames Rd.",PE29 1TD,monthly,524824,273421,10:00:00,10:30:00,00:30:00,00:30:00,0.50,18:00:00
HMOB,H17,3rd,Wednesday,2,St Ives,Broadleas Court,PE27 5XG,monthly,531329,271554,10:50:00,11:10:00,00:20:00,00:20:00,0.33,00:20:00
HMOB,H17,3rd,Wednesday,3,St Ives,"Harvest Court, North Rd.",PE27 5QZ,monthly,531203.79,271624.54,11:15:00,11:45:00,00:30:00,00:30:00,0.50,00:05:00
HMOB,H17,3rd,Wednesday,4,St Ives,Field Lodge,PE27 5EX,monthly,530765,270303,12:00:00,12:30:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H17,3rd,Wednesday,5,Houghton,The Three Horseshoes Inn car park.,PE28 2BE,monthly,528292,272779,14:00:00,14:15:00,00:15:00,00:15:00,0.25,01:30:00
HMOB,H17,3rd,Wednesday,6,Wyton,"Pine Hill Park, Sawtry Way.",PE28 2DZ,monthly,528602.19,273180.52,14:25:00,15:00:00,00:35:00,00:35:00,0.58,00:10:00
HMOB,H17,3rd,Wednesday,7,Wyton on the Hill,"Cambridge Square, playground.",PE28 2JB,monthly,528724.37,273424.51,15:10:00,15:40:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H17,3rd,Wednesday,8,Huntingdon,"Medway Court, Medway Road.",PE29 1SF,monthly,524499.4,273373.03,16:00:00,16:30:00,00:30:00,00:30:00,0.50,00:20:00
HMOB,H18,3rd,Thursday,1,Little Stukeley,Church Way,PE28 4BQ,monthly,520915,275684,10:10:00,10:30:00,00:20:00,00:20:00,0.33,17:40:00
HMOB,H18,3rd,Thursday,2,Alconbury,"Crown Gardens, High St.",PE28 4HP,monthly,518642.9,275874.46,10:45:00,11:15:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H18,3rd,Thursday,3,Sawtry,"Mellors Court, High St.",PE28 5SP,monthly,516719.24,283917.23,11:35:00,12:05:00,00:30:00,00:30:00,0.50,00:20:00
HMOB,H18,3rd,Thursday,4,Glatton,"The Green, Infield Rd.",PE28 5RP,monthly,515449,286017,12:15:00,12:30:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H18,3rd,Thursday,5,Great Gidding,"Playing Field, Winwick Road",PE28 5PB,monthly,511661,282895,12:40:00,12:55:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H18,3rd,Thursday,6,Winwick,The Green,PE28 5PP,monthly,510398.25,280700.37,14:10:00,14:30:00,00:20:00,00:20:00,0.33,01:15:00
HMOB,H18,3rd,Thursday,7,Hamerton,Sawpit Lane,PE28 5QS,monthly,513584.91,279619.87,14:45:00,15:00:00,00:15:00,00:15:00,0.25,00:15:00
HMOB,H18,3rd,Thursday,8,Upton,The Church,PE28 4JD,monthly,517467.2,278474.98,15:15:00,15:45:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H18,3rd,Thursday,9,Alconbury Weston,The Green,PE28 4JP,monthly,517866.9,276850.16,16:00:00,16:30:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H19,3rd,Friday,1,Toseland,75 High Street,PE19 6RX,monthly,523950,262565,10:15:00,10:30:00,00:15:00,00:15:00,0.25,17:45:00
HMOB,H19,3rd,Friday,2,Yelling,47 High Street,PE19 6SB,monthly,525534,262605,10:40:00,10:55:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H19,3rd,Friday,3,Longstowe,Rushbrook Close,CB23 2UL,monthly,530876,255085,11:10:00,11:25:00,00:15:00,00:15:00,0.25,00:15:00
HMOB,H19,3rd,Friday,4,Bourn,Meadow Rise,CB23 7TG,monthly,532324.25,256786.69,11:40:00,12:00:00,00:20:00,00:20:00,0.33,00:15:00
HMOB,H19,3rd,Friday,5,Bourn,"School, Riddy Lane",CB23 7SP,monthly,532156.15,256422.57,12:05:00,12:25:00,00:20:00,00:20:00,0.33,00:05:00
HMOB,H19,3rd,Friday,6,Bourn,Hall Close,CB23 7SW,monthly,532155,256322,12:35:00,13:00:00,00:25:00,00:25:00,0.42,00:10:00
HMOB,H19,3rd,Friday,7,Toft,Post Office Green,CB23 2RL,monthly,535962,256213,14:30:00,15:15:00,00:45:00,00:45:00,0.75,01:30:00
HMOB,H19,3rd,Friday,8,Comberton,Nursery Way,CB23 7EL,monthly,538063.9,256100.28,15:25:00,15:55:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H23,4th,Tuesday,1,Huntingdon,Lord Protector,PE29 1NH,monthly,524811.15,272756.53,10:00:00,10:45:00,00:45:00,00:45:00,0.75,18:05:00
HMOB,H23,4th,Tuesday,2,Hemingford Abbots,Axe & Compass,PE28 9AH,monthly,528284.76,271066.01,11:05:00,11:20:00,00:15:00,00:15:00,0.25,00:20:00
HMOB,H23,4th,Tuesday,3,Hemingford Grey,Church Street,PE28 9DF,monthly,529516.44,270601.58,11:30:00,12:10:00,00:40:00,00:40:00,0.67,00:10:00
HMOB,H23,4th,Tuesday,4,Hemingford Grey,"Old Pound Close, opp. The School.",PE28 9DY,monthly,529924.09,270690.1,12:20:00,12:35:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H23,2nd & 4th,Tuesday,5,Over,"The Green, Willingham Rd.",CB24 5PD,twice monthly,537801.81,270510.28,14:00:00,14:30:00,00:30:00,00:30:00,0.50,01:25:00
HMOB,H23,2nd & 4th,Tuesday,6,Over,"Elm Court, Drings Close.",CB24 5SB,twice monthly,537312,270420,14:40:00,15:30:00,00:50:00,00:50:00,0.83,00:10:00
